age;class_worker;education;wage_per_hour;hs_college;marital_stat;major_ind_code;major_occ_code;race;hisp_origin;sex;union_member;unemp_reason;tax_filer_stat;region_prev_res;state_prev_res;det_hh_fam_stat;det_hh_summ;mig_same;num_emp;fam_under_18;country_father;country_mother;country_self;citizenship;own_or_self;weeks_worked;year;sampling_weight
73; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Finance insurance and real estate; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;125326
42; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; Taiwan; Foreign born- U S citizen by naturalization;2;52;94;125866
60; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Retail trade; Sales; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;125978
67; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Canada; England; Canada; Foreign born- Not a citizen of U S ;0;3;94;126251
65; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Not in universe or children; Not in universe; White; Cuban; Male; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; Cuba; Cuba; Cuba; Foreign born- Not a citizen of U S ;0;0;94;126637
38; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Secondary individual; Nonrelative of householder; Yes;2; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;127461
54; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Not in universe or children; Not in universe; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; India; India; India; Foreign born- U S citizen by naturalization;0;26;94;127679
62; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; White; All other; Male; Not in universe; Other job loser; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; ?; ?; ?; Foreign born- U S citizen by naturalization;0;40;94;128198
28; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;128683
57; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Technicians and related support; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Germany; Germany; Germany; Foreign born- Not a citizen of U S ;0;52;94;128751
27; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Northeast; New Mexico; Spouse of householder; Spouse of householder; No;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;128899
49; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;128949
37; Federal government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;52;94;129442
42; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;130237
55; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Asian or Pacific Islander; All other; Male; Yes; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; ?; ?; ?; Foreign born- U S citizen by naturalization;0;52;94;130363
47; Local government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;130742
57; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; Taiwan; Taiwan; Taiwan; Foreign born- U S citizen by naturalization;0;52;94;130966
77; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Never married; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;131883
53; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Construction; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;131918
72; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; ?; United-States; United-States; Native- Born in the United States;0;0;94;132035
60; Private; Doctorate degree(PhD EdD);0; Not in universe; Separated; Private household services; Private household services; White; Central or South American; Female; Not in universe; Re-entrant; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Nicaragua; Nicaragua; Nicaragua; Foreign born- Not a citizen of U S ;0;30;94;132533
58; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;132826
